person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence,description
Kelita_1,Kelita,,explained the law to the people (NEH 8:7),male,Levi,"In this dataset, Kelita is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi.",1,2383,"In this dataset, Kelita is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi."
Jozabad_8,Jozabad,,explained the law to the people (NEH 8:7),male,Levi,"In this dataset, Jozabad is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi.",8,2384,"In this dataset, Jozabad is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi."
Pelaiah_2,Pelaiah,,explained the law to the people (NEH 8:7),male,Levi,"In this dataset, Pelaiah is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi.",2,2385,"In this dataset, Pelaiah is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi."
Kadmiel_2,Kadmiel,,stood on the Levites platform (NEH 9:4) and exhorted Israel to bless the Lord (NEH 9:5),male,Levi,"In this dataset, Kadmiel is described as stood on the Levites platform (NEH 9:4) and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",2,2386,"In this dataset, Kadmiel is described as stood on the Levites platform (NEH 9:4) and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
Shebaniah_2,Shebaniah,,stood on the Levites platform (NEH 9:4) and exhorted Israel to bless the Lord (NEH 9:5),male,Levi,"In this dataset, Shebaniah is described as stood on the Levites platform (NEH 9:4) and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",2,2387,"In this dataset, Shebaniah is described as stood on the Levites platform (NEH 9:4) and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
Bunni_1,Bunni,,stood on the Levites platform (NEH 9:4),male,Levi,"In this dataset, Bunni is described as stood on the Levites platform (NEH 9:4). Recorded as male; listed with tribe: Levi.",1,2388,"In this dataset, Bunni is described as stood on the Levites platform (NEH 9:4). Recorded as male; listed with tribe: Levi."
Bani_8,Bani,,the other Bani who stood on the Levites platform (NEH 9:4),male,Levi,"In this dataset, Bani is described as the other Bani who stood on the Levites platform (NEH 9:4). Recorded as male; listed with tribe: Levi.",8,2389,"In this dataset, Bani is described as the other Bani who stood on the Levites platform (NEH 9:4). Recorded as male; listed with tribe: Levi."
Chenani_1,Chenani,,stood on the Levites platform (NEH 9:4),male,Levi,"In this dataset, Chenani is described as stood on the Levites platform (NEH 9:4). Recorded as male; listed with tribe: Levi.",1,2390,"In this dataset, Chenani is described as stood on the Levites platform (NEH 9:4). Recorded as male; listed with tribe: Levi."
Hashabneiah_2,Hashabneiah,,exhorted Israel to bless the Lord (NEH 9:5),male,Levi,"In this dataset, Hashabneiah is described as exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",2,2391,"In this dataset, Hashabneiah is described as exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
Pethahiah_3,Pethahiah,,exhorted Israel to bless the Lord (NEH 9:5),male,Levi,"In this dataset, Pethahiah is described as exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",3,2392,"In this dataset, Pethahiah is described as exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
Zedekiah_3,Zedekiah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Zedekiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",3,2393,"In this dataset, Zedekiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Seraiah_7,Seraiah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Seraiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",7,2394,"In this dataset, Seraiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Jeremiah_7,Jeremiah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Jeremiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",7,2395,"In this dataset, Jeremiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Amariah_6,Amariah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Amariah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",6,2396,"In this dataset, Amariah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Hattush_3,Hattush,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Hattush is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",3,2397,"In this dataset, Hattush is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Shebaniah_3,Shebaniah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Shebaniah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",3,2398,"In this dataset, Shebaniah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Malluch_4,Malluch,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Malluch is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",4,2399,"In this dataset, Malluch is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Obadiah_10,Obadiah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Obadiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",10,2400,"In this dataset, Obadiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Ginnethon_1,Ginnethon,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Ginnethon is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",1,2401,"In this dataset, Ginnethon is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Baruch_2,Baruch,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Baruch is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",2,2402,"In this dataset, Baruch is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Abijah_6,Abijah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Abijah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",6,2403,"In this dataset, Abijah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Mijamin_3,Mijamin,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Mijamin is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",3,2404,"In this dataset, Mijamin is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Maaziah_2,Maaziah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Maaziah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",2,2405,"In this dataset, Maaziah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Bilgai_1,Bilgai,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Bilgai is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",1,2406,"In this dataset, Bilgai is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Shemaiah_19,Shemaiah,,Aaronic priest (NEH 10:8),male,Levi,"In this dataset, Shemaiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi.",19,2407,"In this dataset, Shemaiah is described as Aaronic priest (NEH 10:8). Recorded as male; listed with tribe: Levi."
Jeshua_8,Jeshua,,"son of Azaniah (NEH 10:9), a levite rather than priest",male,Levi,"In this dataset, Jeshua is described as son of Azaniah (NEH 10:9), a levite rather than priest. Recorded as male; listed with tribe: Levi.",8,2408,"In this dataset, Jeshua is described as son of Azaniah (NEH 10:9), a levite rather than priest. Recorded as male; listed with tribe: Levi."
Azaniah_1,Azaniah,,father of Jeshua_8 (NEH 10:9),male,Levi,"In this dataset, Azaniah is described as father of Jeshua_8 (NEH 10:9). Recorded as male; listed with tribe: Levi.",1,2409,"In this dataset, Azaniah is described as father of Jeshua_8 (NEH 10:9). Recorded as male; listed with tribe: Levi."
Rehob_2,Rehob,,a Levite (NEH 10:9),male,Levi,"In this dataset, Rehob is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi.",2,2410,"In this dataset, Rehob is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi."
Hashabiah_6,Hashabiah,,a Levite (NEH 10:9),male,Levi,"In this dataset, Hashabiah is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi.",6,2411,"In this dataset, Hashabiah is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi."
Zaccur_6,Zaccur,,a Levite (NEH 10:9),male,Levi,"In this dataset, Zaccur is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi.",6,2412,"In this dataset, Zaccur is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi."
Shebaniah_4,Shebaniah,,second Levite named Shebaniah in the sealed document of NEH 10:1-27 (v10 and v12),male,Levi,"In this dataset, Shebaniah is described as second Levite named Shebaniah in the sealed document of NEH 10:1-27 (v10 and v12). Recorded as male; listed with tribe: Levi.",4,2413,"In this dataset, Shebaniah is described as second Levite named Shebaniah in the sealed document of NEH 10:1-27 (v10 and v12). Recorded as male; listed with tribe: Levi."
Hodiah_3,Hodiah,,one of two individuals named Hodiah in the sealed document of NEH 10:1-27 (v10 and v13),male,Levi,"In this dataset, Hodiah is described as one of two individuals named Hodiah in the sealed document of NEH 10:1-27 (v10 and v13). Recorded as male; listed with tribe: Levi.",3,2414,"In this dataset, Hodiah is described as one of two individuals named Hodiah in the sealed document of NEH 10:1-27 (v10 and v13). Recorded as male; listed with tribe: Levi."
Beninu_1,Beninu,,a Levite (NEH 10:9),male,Levi,"In this dataset, Beninu is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi.",1,2415,"In this dataset, Beninu is described as a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi."
Adonijah_3,Adonijah,,non-Levite leader (NEH 10:14),male,,"In this dataset, Adonijah is described as non-Levite leader (NEH 10:14). Recorded as male.",3,2416,"In this dataset, Adonijah is described as non-Levite leader (NEH 10:14). Recorded as male."
Azzur_1,Azzur,,non-Levite leader (NEH 10:14),male,,"In this dataset, Azzur is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2417,"In this dataset, Azzur is described as non-Levite leader (NEH 10:14). Recorded as male."
Hodiah_4,Hodiah,,non-Levite leader (NEH 10:14),male,,"In this dataset, Hodiah is described as non-Levite leader (NEH 10:14). Recorded as male.",4,2418,"In this dataset, Hodiah is described as non-Levite leader (NEH 10:14). Recorded as male."
Hariph_1,Hariph,,non-Levite leader (NEH 10:14),male,,"In this dataset, Hariph is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2419,"In this dataset, Hariph is described as non-Levite leader (NEH 10:14). Recorded as male."
Anathoth_2,Anathoth,,non-Levite leader (NEH 10:14),male,,"In this dataset, Anathoth is described as non-Levite leader (NEH 10:14). Recorded as male.",2,2420,"In this dataset, Anathoth is described as non-Levite leader (NEH 10:14). Recorded as male."
Nebai_1,Nebai,,non-Levite leader (NEH 10:14),male,,"In this dataset, Nebai is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2421,"In this dataset, Nebai is described as non-Levite leader (NEH 10:14). Recorded as male."
Magpiash_1,Magpiash,,non-Levite leader (NEH 10:14),male,,"In this dataset, Magpiash is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2422,"In this dataset, Magpiash is described as non-Levite leader (NEH 10:14). Recorded as male."
Hezir_2,Hezir,,non-Levite leader (NEH 10:14),male,,"In this dataset, Hezir is described as non-Levite leader (NEH 10:14). Recorded as male.",2,2423,"In this dataset, Hezir is described as non-Levite leader (NEH 10:14). Recorded as male."
Jaddua_1,Jaddua,,non-Levite leader (NEH 10:14),male,,"In this dataset, Jaddua is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2424,"In this dataset, Jaddua is described as non-Levite leader (NEH 10:14). Recorded as male."
Pelatiah_3,Pelatiah,,non-Levite leader (NEH 10:14),male,,"In this dataset, Pelatiah is described as non-Levite leader (NEH 10:14). Recorded as male.",3,2425,"In this dataset, Pelatiah is described as non-Levite leader (NEH 10:14). Recorded as male."
Hanan_5,Hanan,,non-Levite leader (NEH 10:14),male,,"In this dataset, Hanan is described as non-Levite leader (NEH 10:14). Recorded as male.",5,2426,"In this dataset, Hanan is described as non-Levite leader (NEH 10:14). Recorded as male."
Anaiah_2,Anaiah,,non-Levite leader (NEH 10:14),male,,"In this dataset, Anaiah is described as non-Levite leader (NEH 10:14). Recorded as male.",2,2427,"In this dataset, Anaiah is described as non-Levite leader (NEH 10:14). Recorded as male."
Hoshea_3,Hoshea,,non-Levite leader (NEH 10:14),male,,"In this dataset, Hoshea is described as non-Levite leader (NEH 10:14). Recorded as male.",3,2428,"In this dataset, Hoshea is described as non-Levite leader (NEH 10:14). Recorded as male."
Pilha_1,Pilha,,non-Levite leader (NEH 10:14),male,,"In this dataset, Pilha is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2429,"In this dataset, Pilha is described as non-Levite leader (NEH 10:14). Recorded as male."
Shobek_1,Shobek,,non-Levite leader (NEH 10:14),male,,"In this dataset, Shobek is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2430,"In this dataset, Shobek is described as non-Levite leader (NEH 10:14). Recorded as male."
Hashabnah_1,Hashabnah,,non-Levite leader (NEH 10:14),male,,"In this dataset, Hashabnah is described as non-Levite leader (NEH 10:14). Recorded as male.",1,2431,"In this dataset, Hashabnah is described as non-Levite leader (NEH 10:14). Recorded as male."
